doi,altmetric_score,Full-text_change,Full-text_m1,abstract_change,abstract_m1,author_count,neutral_results,confirmatory_results,contradictory_results,new_results,extend_p,funded,influentialReferencesCount,num_hypo_tested,num_significant,p_val_range,pdf_change,pdf_m1,reading_score,real_p,real_p_sign,reference_background,reference_methodology,reference_result,references_count,sample_size,sentiment,subjectivity,tweets_within_month,univ_rank,published_within_year
10.1101/2020.02.20.20025841,262.55,0,0,984,3642,13,1,0,0,0,1,1,0,2,0,0.102,1184,865,5.53,0.31,0,0,0,0,10,5,0,0.2625,293,2,1
10.1101/2020.02.20.20025874,213.8,0,0,4551,2472,15,1,0,0,0,1,1,0,0,0,0,2915,902,40.58,1,0,7,3,0,23,0,0,0.487474747,297,2,1
10.1101/2020.02.20.20025882,32.4,0,0,92,1096,29,1,0,0,0,1,1,1,3,3,0,1231,598,28.88,0.05,0,1,5,0,12,0,1,0.424537037,38,2,0
10.1101/2020.02.20.20025957,2.5,0,0,865,355,10,1,0,0,0,1,0,0,0,0,0,670,110,29.38,1,0,0,0,0,12,0,1,0.476153846,6,2,0
10.1101/2020.02.20.20025973,0.25,0,0,169,491,5,1,0,0,0,1,0,0,0,0,0,204,120,33.41,1,0,8,1,0,11,0,0,0.30952381,2,2,0
10.1101/2020.02.20.20025999,7.5,0,0,1885,740,17,1,0,0,0,1,0,0,0,0,0,1973,291,27.42,1,0,0,0,0,16,0,0,0.492592593,17,2,0
10.1101/2020.02.20.957472,141.08,799,53,1675,2226,10,0,0,0,1,1,1,-1,0,0,0,1377,544,7.49,1,0,-1,-1,-1,87,0,0,0.42872549,203,2,1
10.1101/2020.02.21.20026070,2638.8,0,0,-15051,27611,20,1,0,0,0,1,1,1,0,0,0,-7628,23704,39.16,1,0,6,3,4,26,0,0,0.571025641,6420,2,0
10.1101/2020.02.21.20026112,14.6,0,0,68,1618,6,1,0,0,0,1,1,4,3,2,0,391,717,13.58,0.0001,-1,7,3,1,35,483,1,0.4575,14,2,1
10.1101/2020.02.21.20026146,1.75,0,0,373,383,8,1,0,0,0,1,0,3,19,15,0.5,277,138,36.02,0,-1,16,2,0,30,510,0,0.463472222,2,2,0
10.1101/2020.02.21.20026179,97.43,0,0,2570,905,7,1,0,0,0,1,1,0,0,0,0,2235,238,74.49,1,0,0,0,0,5,0,0,0.333333333,132,2,1
10.1101/2020.02.21.20026229,3.5,0,0,240,857,9,1,0,0,0,1,0,1,3,3,0,221,268,33.34,0.05,0,0,0,0,24,0,0,0.405555556,8,2,0
10.1101/2020.02.21.20026559,4.25,0,0,887,538,13,1,0,0,0,1,0,-1,0,0,0,630,188,-14.28,1,0,-1,-1,-1,21,0,0,0.422842262,4,0.435643564,1
10.1101/2020.02.21.959817,343.496,633,973,-8902,15519,26,0,0,0,1,1,1,-1,0,0,0,-3500,6589,3.19,1,0,-1,-1,-1,22,0,0,0.532142857,477,2,1
10.1101/2020.02.22.20023267,1.75,0,0,203,293,1,1,0,0,0,1,0,0,0,0,0,251,101,36.22,1,0,1,1,0,8,0,0,0.282301587,5,2,0
10.1101/2020.02.22.20025320,11.15,0,0,753,547,4,1,0,0,0,1,0,1,0,0,0,622,99,40.58,1,0,3,0,0,4,0,0,0.554958678,21,2,1
10.1101/2020.02.22.20025460,18.008,0,0,675,710,15,1,0,0,0,1,0,0,1,1,0,604,265,37.71,0.001,0,1,2,0,22,0,1,0.509095238,8,2,1
10.1101/2020.02.22.20025791,390.63,0,0,47215,10898,13,1,0,0,0,1,0,0,3,3,0,27795,1960,42.21,0.0001,0,4,0,0,18,0,0,0.479197995,353,2,0
10.1101/2020.02.22.20026617,24.35,0,0,1017,569,34,1,0,0,0,1,0,-1,2,2,0,1270,153,37.3,0.001,0,-1,-1,-1,13,0,0,0.51969697,25,2,1
10.1101/2020.02.22.951178,20.35,1163,6,4391,962,10,0,0,0,1,1,0,6,0,0,0,3161,277,29.89,1,0,9,14,0,48,0,0,0.479105339,20,2,0
10.1101/2020.02.23.20026963,3,0,0,10109,610,5,1,0,0,0,1,1,1,9,8,0.04,1120,205,44.14,0.01,-1,4,0,1,13,128,1,0.367948718,6,2,0
10.1101/2020.02.23.961912,8.6,64,12,-212,954,4,0,0,0,1,1,1,-1,0,0,0,42,266,35.71,1,0,-1,-1,-1,47,0,1,0.456079125,15,2,1
10.1101/2020.02.24.20025437,17.85,0,0,526,439,8,1,0,0,0,1,0,1,1,0,0,437,106,17.78,1.57E-61,0,19,1,3,41,0,0,0.462545788,3,2,1
10.1101/2020.02.24.20026773,1.25,0,0,467,524,6,1,0,0,0,1,0,3,0,0,0,658,271,24.78,1,0,10,1,3,16,0,1,0.463571429,6,2,0
10.1101/2020.02.24.20027052,36.65,0,0,2958,706,9,1,0,0,0,1,1,3,22,16,0.04,1466,123,36.73,0.01,-1,5,1,1,10,31,0,0.491923077,17,2,0
10.1101/2020.02.24.20027268,37.15,0,0,5632,1985,3,1,0,0,0,1,1,0,2,1,0,3401,561,37.23,0.05,0,2,0,0,15,0,0,0.461204545,13,2,0
10.1101/2020.02.24.20027474,35.45,0,0,8886,282,6,1,0,0,0,1,1,-1,0,0,0,2964,81,13.88,1,0,-1,-1,-1,23,0,0,0.524632353,21,2,0
10.1101/2020.02.24.20027623,0.5,0,0,622,226,22,1,0,0,0,0,0,0,30,26,0.009,319,124,38.25,0.001,-1,1,0,0,21,924,0,0.393939394,1,2,0
10.1101/2020.02.24.20027649,5.5,0,0,658,813,2,1,0,0,0,1,0,-1,0,0,0,464,272,10.84,1,0,-1,-1,-1,19,0,0,0.455848214,10,2,1
10.1101/2020.02.24.963348,31.25,1065,27,1706,1223,2,0,0,0,1,1,0,1,1,1,0,767,510,31.55,0.05,0,13,0,0,18,0,0,0.387254902,50,2,1
10.1101/2020.02.25.20024398,1,0,0,701,222,7,1,0,0,0,1,0,0,0,0,0,398,60,41.19,1,0,1,0,0,6,0,0,0.409424603,3,2,0
10.1101/2020.02.25.20024711,1,0,0,323,464,14,1,0,0,0,1,0,0,0,0,0,152,148,27.52,1,0,2,2,0,13,0,0,0.329047619,4,2,1
10.1101/2020.02.25.20027433,55.2,0,0,6822,2606,4,1,0,0,0,1,0,1,0,0,0,1564,436,54.76,1,0,1,0,0,11,0,0,0.76,77,2,0
10.1101/2020.02.25.20027615,2.6,0,0,375,875,11,1,0,0,0,1,0,2,0,0,0,292,282,15.85,1,0,7,6,4,20,0,0,0.460556457,6,2,0
10.1101/2020.02.25.20027672,10.05,0,0,1003,612,8,1,0,0,0,1,0,0,0,0,0,1564,229,49.25,1,0,0,0,0,12,0,0,0.376025974,20,2,1
10.1101/2020.02.25.20027755,95.65,0,0,2136,768,12,1,0,0,0,1,0,0,6,3,0.733,1927,213,45.15,0.001,-1,1,0,0,30,75,1,0.527424242,88,2,0
10.1101/2020.02.25.20027953,133.65,0,0,7950,3334,4,1,0,0,0,1,0,1,0,0,0,6807,704,57.2,1,0,2,2,4,11,0,0,0.588888889,125,2,0
10.1101/2020.02.25.963546,73.38,340,0,2365,853,4,0,0,0,1,1,1,-1,13,13,0,675,208,43.02,0.0001,0,-1,-1,-1,78,0,1,0.45014881,22,2,1
10.1101/2020.02.25.964775,104.85,762,31,2245,2853,17,0,0,0,1,1,1,0,0,0,0,4322,506,37.54,1,0,0,6,0,20,0,0,0.441115702,128,2,1
10.1101/2020.02.25.965434,4.35,218,2,817,793,6,0,0,0,1,1,1,3,0,0,0,589,213,37.1,1,0,8,11,0,30,0,0,0.631142857,15,2,1
10.1101/2020.02.26.20026989,189.578,0,0,2172,277,9,1,0,0,0,1,1,0,11,11,0.046,8683,171,11.41,0.004,0,9,0,0,20,11,1,1,16,2,1
10.1101/2020.02.26.20027797,0.75,0,0,-736,1273,1,1,0,0,0,1,0,0,0,0,0,-330,571,29.72,1,0,0,0,0,6,0,0,0.3375,4,2,0
10.1101/2020.02.26.20027938,124.45,0,0,934,505,9,1,0,0,0,1,0,0,0,0,0,586,172,31.01,1,0,6,0,2,21,0,0,0.641937229,109,2,0
10.1101/2020.02.26.20028076,15.05,0,0,830,1375,4,1,0,0,0,1,1,0,0,0,0,653,274,59.13,1,0,3,0,0,9,0,0,0.462811791,23,2,0
10.1101/2020.02.26.20028084,1,0,0,987,253,17,1,0,0,0,1,0,3,5,5,0,456,73,34.26,0,-1,7,0,3,18,48,0,0.386454855,4,2,0
10.1101/2020.02.26.20028167,29.75,0,0,2734,895,2,1,0,0,0,1,1,4,0,0,0,1755,229,39.37,1,0,4,1,0,9,0,0,0.322619048,43,0.237623762,1
10.1101/2020.02.26.20028217,197.746,0,0,1282,434,9,1,0,0,0,1,0,0,2,1,0.15,1093,84,27.22,0.05,-1,13,1,3,28,1715,0,0.439797555,6,2,1
10.1101/2020.02.26.20028225,234.1,0,0,4211,482,17,1,0,0,0,1,1,1,0,0,0,1205,156,41.19,1,0,9,0,0,28,0,0,0.49416996,243,2,0
10.1101/2020.02.26.20028308,2.6,0,0,413,575,5,1,0,0,0,1,0,-1,0,0,0,418,60,16.66,1,0,-1,-1,-1,7,0,0,0.3,3,2,1
10.1101/2020.02.26.20028373,213.238,0,0,11098,357,7,1,0,0,0,1,0,2,0,0,0,16231,543,16.05,1,0,0,9,0,13,0,1,0.51860119,284,2,0
10.1101/2020.02.26.20028431,38.578,0,0,-1321,2127,5,1,0,0,0,1,0,0,0,0,0,-654,1078,39.43,1,0,3,0,0,22,0,0,0.454545455,36,2,0
10.1101/2020.02.26.20028449,25,0,0,2680,382,13,1,0,0,0,1,0,3,0,0,0,1284,107,53,1,0,8,2,3,16,0,0,0.543367347,23,0.435643564,0
10.1101/2020.02.26.20028472,31.45,0,0,2698,498,8,1,0,0,0,0,1,0,10,10,0,1201,66,37.74,0.012,0,0,0,0,16,0,0,0.595454545,40,2,1
10.1101/2020.02.26.20028571,15.75,0,0,1684,184,1,1,0,0,0,1,0,0,0,0,0,969,38,36.52,1,0,10,14,0,42,0,0,0.499047619,8,2,0
10.1101/2020.02.26.20028589,22.95,0,0,3217,231,17,1,0,0,0,1,1,0,23,17,0.045,1227,61,36.59,0.005,0,10,1,3,20,188,0,0.473819444,16,2,0
10.1101/2020.02.26.961938,3.75,-106,171,-776,1042,3,0,0,0,1,1,0,0,0,0,0,-355,445,49.35,1,0,3,0,0,16,0,0,0.409158249,10,2,0
10.1101/2020.02.26.964882,75.77,3573,51,14080,1607,31,0,0,0,1,1,0,0,0,0,0,7732,533,38.55,1,0,0,0,0,44,0,1,0.494134199,85,2,1
10.1101/2020.02.27.20027524,35,0,0,1972,236,10,1,0,0,0,1,1,1,3,3,0.0369,787,78,47.38,0.0001,-1,12,0,3,21,47,0,0.461280386,6,2,0
10.1101/2020.02.27.20027557,64.4,0,0,11726,742,24,1,0,0,0,1,1,1,4,4,0.0499,1893,198,17.34,0.0001,-1,23,0,0,47,12,0,0.592142857,67,2,1
10.1101/2020.02.27.20028027,80.92,0,0,-5868,11174,30,1,0,0,0,1,0,0,1,0,0,-3327,8565,29.59,0.05,0,19,1,0,20,0,0,0.608275862,32,2,1
10.1101/2020.02.27.20028530,242.66,0,0,24679,208,9,1,0,0,0,1,1,0,19,17,0,3659,54,48.84,0,0,3,0,0,16,0,1,0.622916667,268,2,1
10.1101/2020.02.27.20028639,19.8,0,0,1851,172,2,1,0,0,0,1,1,-1,0,0,0,777,43,10.2,1,0,-1,-1,-1,11,0,1,0.441421108,11,2,1
10.1101/2020.02.27.20028928,5.3,0,0,1383,201,4,1,0,0,0,1,0,0,0,0,0,780,38,26.1,1,0,0,0,0,5,0,1,0.413243021,4,2,0
10.1101/2020.02.27.967422,3.75,-286,377,-1945,2424,3,0,0,0,1,1,0,2,0,0,0,-549,669,27.15,1,0,8,12,0,28,0,1,0.38125,6,2,0
10.1101/2020.02.27.967588,3,-40,102,-650,944,8,0,0,0,1,1,0,0,1,0,0,-330,406,17.78,1.57E-61,0,12,0,0,40,0,0,0.462545788,7,2,0
10.1101/2020.02.27.967760,15.15,470,15,1930,661,4,0,0,0,1,1,0,4,0,0,0,757,149,64.71,1,0,45,4,7,65,0,1,0.25,23,2,1
10.1101/2020.02.27.967885,1.75,112,0,346,520,5,0,0,0,1,1,0,-1,0,0,0,268,105,29.89,1,0,-1,-1,-1,19,0,1,0.472121212,10,2,1
10.1101/2020.02.27.968008,38.15,-545,782,-4199,5167,6,0,0,0,1,1,0,2,0,0,0,-1395,2268,29.79,1,0,21,15,3,59,0,0,0.456145833,65,2,1
10.1101/2020.02.27.969006,70.61,-645,1118,-3027,7730,5,0,0,0,1,1,1,0,3,3,0,-1069,1852,31.41,0.01,0,0,0,0,20,0,1,0.43,71,2,1
10.1101/2020.02.28.20028514,1,0,0,-1785,2703,9,1,0,0,0,1,0,0,4,4,0.037,-653,1490,38.92,0,0,0,0,0,24,52,0,0.515625,3,2,0
10.1101/2020.02.28.20028555,3.8,0,0,-982,1566,7,1,0,0,0,1,0,1,1,1,0,-244,537,34.9,0.05,0,19,0,2,27,0,0,0.471410436,5,2,0
10.1101/2020.02.28.20029173,2.85,0,0,-258,848,8,1,0,0,0,0,0,0,1,1,0,-99,404,29.82,0.003,0,2,0,0,7,0,0,0.489380821,3,2,0
10.1101/2020.02.28.20029181,23.75,0,0,-883,2477,10,1,0,0,0,1,0,4,2,2,0,1759,1059,51.78,0.001,-1,14,4,1,19,55,0,0.436666667,20,2,1
10.1101/2020.02.28.20029272,5345.388,0,0,1627,17911,10,1,0,0,0,1,0,0,0,0,0,-3394,6596,41.4,1,0,0,0,0,6,0,0,0.358823529,7026,2,0
10.1101/2020.02.28.970343,5.1,-11,182,-1742,2237,7,0,0,0,1,1,1,-1,0,0,0,-718,974,21.6,1,0,-1,-1,-1,84,0,0,0.627982456,15,2,1
10.1101/2020.02.29.20029413,3.35,0,0,-897,1383,4,1,0,0,0,1,1,0,0,0,0,-365,563,30.2,1,0,3,6,0,16,0,1,0.376424242,5,2,0
10.1101/2020.02.29.20029439,216.658,0,0,-1026,6275,22,1,0,0,0,1,1,0,0,0,0,-754,2802,38.25,1,0,2,1,0,20,0,0,0.458884298,46,2,1
10.1101/2020.02.29.20029520,107.8,0,0,-2765,7277,12,1,0,0,0,1,1,-1,0,0,0,332,2455,6.98,1,0,-1,-1,-1,20,0,0,0.624762846,70,2,1
10.1101/2020.02.29.965418,2.25,-170,254,-2009,2436,4,0,0,0,1,1,0,0,0,0,0,-937,1100,52.6,1,0,10,6,0,19,0,0,0.208333333,12,2,1
10.1101/2020.02.29.971093,159.15,-320,876,-1903,5615,12,0,0,0,1,1,0,0,0,0,0,-662,2573,28.17,1,0,0,0,0,19,0,0,0.4125,252,2,0
10.1101/2020.02.29.971101,15.25,-409,576,-3732,4435,26,0,0,0,1,1,1,0,0,0,0,-2473,2824,22.95,1,0,0,0,0,37,0,1,0.48,20,2,0
10.1101/2020.02.29.971127,152.726,-50,1185,457,5820,5,0,0,0,1,1,0,0,0,0,0,-478,2816,53.41,1,0,2,2,0,8,0,1,0.625,76,2,0
10.1101/2020.03.01.20028944,4.7,0,0,-2215,2832,13,1,0,0,0,1,0,0,0,0,0,-792,1070,29.99,1,0,0,0,0,15,0,0,0.392261905,5,2,0
10.1101/2020.03.01.20029629,3.2,0,0,-1188,1828,3,1,0,0,0,1,1,1,0,0,0,-311,817,30.74,1,0,5,2,0,27,0,0,0.387318841,7,2,1
10.1101/2020.03.01.20029645,1,0,0,-587,1032,3,1,0,0,0,1,1,0,0,0,0,-174,418,37.13,1,0,10,3,6,60,0,0,0.391666667,6,2,1
10.1101/2020.03.01.20029769,27.2,0,0,781,7111,14,1,0,0,0,0,0,1,24,18,0.763,-808,2927,37.1,0,0,9,1,0,23,80,0,0.443587662,38,2,1
10.1101/2020.03.01.20029801,51.95,0,0,-2798,3761,2,1,0,0,0,1,1,-1,0,0,0,-1746,2481,25.63,1,0,-1,-1,-1,16,0,1,0.384810606,54,2,1
10.1101/2020.03.01.20029884,50.38,0,0,-3034,3815,2,1,0,0,0,1,0,7,10,2,0,-1455,1899,45.46,0.04,0,17,6,0,34,82,0,0.291443452,61,2,0
10.1101/2020.03.01.971499,5.8,66,158,-1066,1386,12,0,0,0,1,1,1,4,6,6,0,-344,459,35.41,0.0005,0,56,5,1,100,0,0,0.381481481,19,2,0
10.1101/2020.03.02.20026708,110.75,0,0,-4267,5141,18,1,0,0,0,1,0,3,1,1,0,-2853,3489,31.92,0.001,-1,8,7,3,39,632,0,0.341666667,128,0.99009901,1
10.1101/2020.03.02.20027599,453.378,0,0,-10678,11710,17,1,0,0,0,1,1,0,0,0,0,-3656,4322,22.85,1,0,0,0,0,28,0,0,0.473095238,406,2,0
10.1101/2020.03.02.20028704,2.85,0,0,-799,1216,18,1,0,0,0,1,1,-1,0,0,0,-281,454,-12.11,1,0,-1,-1,-1,13,0,0,0.3,6,2,1
10.1101/2020.03.02.20029306,2.6,0,0,-690,1374,5,1,0,0,0,1,0,0,0,0,0,10,572,33.75,1,0,10,0,0,20,0,0,0.421625344,6,2,1
10.1101/2020.03.02.20029868,7.2,0,0,-477,1330,8,1,0,0,0,1,1,0,0,0,0,197,549,10.03,1,0,1,0,0,15,0,0,0.366990166,12,2,0
10.1101/2020.03.02.20029975,93.398,0,0,8088,1503,22,1,0,0,0,1,0,0,0,0,0,4163,753,38.35,1,0,0,0,0,39,0,0,0.488296703,13,2,1
10.1101/2020.03.02.20030007,20.15,0,0,-1077,1728,3,1,0,0,0,1,0,0,0,0,0,-517,822,47.83,1,0,5,0,1,32,0,0,0.420833333,46,2,0
10.1101/2020.03.02.20030049,444.424,0,0,-18717,20172,4,1,0,0,0,1,0,-1,0,0,0,-2168,2477,31.85,1,0,-1,-1,-1,7,0,0,0.55,708,0.821782178,0
10.1101/2020.03.02.20030064,1.25,0,0,-1464,1947,5,1,0,0,0,1,0,0,0,0,0,-440,690,52.83,1,0,0,0,0,10,0,1,0.358333333,6,2,1
10.1101/2020.03.02.20030130,2.5,0,0,-715,2148,15,1,0,0,0,1,0,1,0,0,0,-120,1229,42.11,1,0,7,6,0,16,0,0,0.294459707,4,2,0
10.1101/2020.03.02.20030288,48.214,0,0,-1739,3188,3,1,0,0,0,1,0,-1,0,0,0,62,702,-3.28,1,0,-1,-1,-1,33,0,0,0.378784893,3,0.742574257,1
10.1101/2020.03.02.20030312,16.05,0,0,-1560,2059,9,1,0,0,0,1,0,-1,0,0,0,-834,1152,2.79,1,0,-1,-1,-1,11,0,0,0.3,12,2,1
10.1101/2020.03.02.968388,105.906,-902,1189,-5404,6691,7,0,0,0,1,1,1,-1,0,0,0,-2415,3061,26.3,1,0,-1,-1,-1,38,0,0,0.452083333,73,0.910891089,1
10.1101/2020.03.02.968818,32.1,-288,472,-1770,2428,18,0,0,0,1,1,1,1,0,0,0,-1034,1333,8.88,1,0,5,1,0,12,0,1,0.540714286,38,2,0
10.1101/2020.03.02.972927,146.13,-804,2254,-4893,6750,17,0,0,0,1,1,1,0,0,0,0,-3693,4644,51.68,1,0,7,1,3,19,0,0,0.459848485,337,2,0
10.1101/2020.03.02.972935,129.5,-676,1036,-7447,9682,38,0,0,0,1,1,0,1,0,0,0,-779,5441,43.12,1,0,12,4,2,26,0,0,0.407333333,2710,2,0
10.1101/2020.03.02.973255,59.95,-163,468,-3850,5866,5,0,0,0,1,1,1,2,1,1,0,-885,1750,46.4,0.0001,-1,14,8,0,66,910,0,0.65952381,82,2,1
10.1101/2020.03.02.974139,188.366,417,419,-3188,8173,13,0,0,0,1,1,0,0,0,0,0,-256,2128,46.3,1,0,0,0,0,23,0,0,0.376388889,269,2,0
10.1101/2020.03.03.20029983,902.26,0,0,-28191,32862,12,1,0,0,0,1,1,5,0,0,0,-6568,8694,27.72,1,0,3,5,0,36,0,0,0.374305556,978,0.663366337,1
10.1101/2020.03.03.20030437,8,0,0,-340,1537,24,1,0,0,0,1,1,3,0,0,0,-14,631,47.93,1,0,29,3,3,36,0,0,0.634090909,12,2,0
10.1101/2020.03.03.20030445,5.3,0,0,-1130,1586,9,1,0,0,0,1,1,-1,0,0,0,-541,742,2.41,1,0,-1,-1,-1,18,0,1,0.444776021,6,2,1
10.1101/2020.03.03.20030593,3282.92,0,0,-83962,100429,13,1,0,0,0,1,1,3,0,0,0,-31592,38319,19.57,1,0,8,3,4,31,0,1,0.615816327,5178,2,1
10.1101/2020.03.03.20030627,20.05,0,0,-1094,1803,6,1,0,0,0,1,1,-1,0,0,0,-341,802,-9.78,1,0,-1,-1,-1,39,0,0,0.125,28,2,1
10.1101/2020.03.03.20030650,14.5,0,0,172,3915,13,1,0,0,0,1,0,0,2,1,0,112,837,27.56,0.0001,0,2,0,0,14,0,0,0.563202717,11,2,0
10.1101/2020.03.03.20030668,3.55,0,0,-479,1533,18,1,0,0,0,0,0,4,2,2,0,-63,721,38.92,0.001,-1,11,3,0,28,45,0,0.610524691,4,2,1
10.1101/2020.03.03.20030858,6.85,0,0,-11149,13809,3,1,0,0,0,1,0,0,0,0,0,-1150,2353,32.67,1,0,0,0,0,7,0,0,0.414772727,8,2,0
10.1101/2020.03.03.20030874,12.6,0,0,-165,2444,5,1,0,0,0,1,0,1,6,1,0.08,-388,1602,23.05,0,0,2,1,0,22,3331,0,0.396875,5,2,0
10.1101/2020.03.03.962332,10.05,-402,505,-7808,8520,14,0,0,0,1,1,0,2,8,8,0,-975,1222,41.09,0.001,0,14,10,0,36,0,0,0.552231405,18,2,0
10.1101/2020.03.03.972133,11.43,-306,700,-2217,2749,6,0,0,0,1,1,1,4,0,0,0,-1399,1841,42.41,1,0,13,10,1,64,0,0,0.550804924,10,2,0
10.1101/2020.03.03.975524,1.75,91,62,-409,652,5,0,1,0,0,1,0,0,1,1,0,-195,235,25.02,0.05,0,11,2,0,17,0,0,0.52038961,5,2,0
10.1101/2020.03.04.20026005,8.9,0,0,-1138,1829,14,1,0,0,0,1,0,-1,0,0,0,-259,597,19.97,1,0,-1,-1,-1,22,0,0,0.478819444,3,2,1
10.1101/2020.03.04.20029538,144.75,0,0,-2159,3807,15,1,0,0,0,1,0,0,1,1,0,-758,1863,8.2,0.05,0,0,1,0,37,0,0,0.437632576,340,2,1
10.1101/2020.03.04.20030395,15.38,0,0,-540,2404,20,1,0,0,0,1,0,0,4,4,0.04,1484,1364,43.12,0.01,-1,5,0,0,20,198,0,0.482686335,9,2,0
10.1101/2020.03.04.20030965,6.4,0,0,-1241,2307,9,1,0,0,0,1,0,0,13,9,0,-492,996,37.81,0.0001,0,0,0,0,29,0,0,0.590909091,10,2,0
10.1101/2020.03.04.20030973,0.75,0,0,-270,766,6,1,0,0,0,1,0,-1,13,13,0.049,-176,518,-53.77,0.001,0,-1,-1,-1,15,1388,1,0.267234848,1,2,1
10.1101/2020.03.04.20031005,62.9,0,0,-4498,5782,22,1,0,0,0,1,0,0,6,4,0,-811,1056,42.11,0.001,0,0,0,0,20,0,0,0.369333333,91,2,1
10.1101/2020.03.04.20031104,1756.166,0,0,-34623,39795,7,1,0,0,0,1,1,3,0,0,0,-83019,91248,37.34,1,0,7,5,0,40,0,0,0.391666667,2989,2,1
10.1101/2020.03.04.20031112,810.75,0,0,-41138,55587,5,1,0,0,0,1,0,-1,0,0,0,-14280,24295,25.59,1,0,-1,-1,-1,37,0,1,0.4125,728,2,1
10.1101/2020.03.04.20031120,542.63,0,0,4403,9210,15,1,0,0,0,1,0,0,6,4,0.0173,581,2616,25.9,0.0007,0,13,1,1,24,62,0,0.483333333,457,2,0
10.1101/2020.03.04.20031187,39.05,0,0,-698,2961,4,1,0,0,0,1,1,2,0,0,0,1181,1910,30.09,1,0,10,0,0,11,0,0,0.219936508,18,2,0
10.1101/2020.03.04.20031401,22.03,0,0,-2871,4419,0,1,0,0,0,1,0,0,0,0,0,-2237,3411,35.47,1,0,14,1,0,103,0,0,0.463888889,13,2,0
10.1101/2020.03.04.975995,3.1,-351,544,-4478,5117,1,0,0,0,1,1,1,3,5,5,0,-1510,1684,17.07,0,0,3,1,0,45,0,0,0.539255599,13,2,0
10.1101/2020.03.04.976258,6.8,-52,164,-1460,1840,9,0,0,0,1,1,0,0,0,0,0,-652,864,38.25,1,0,4,4,1,39,0,1,0.418440989,19,2,1
10.1101/2020.03.04.976662,281.596,-422,669,-2975,4184,12,0,0,0,1,1,1,9,0,0,0,-1233,1565,43.12,1,0,26,20,11,43,0,0,0.408256373,23,2,0
10.1101/2020.03.05.20030502,2955.708,0,0,-165988,241665,20,1,0,0,0,1,1,0,0,0,0,-124669,152792,45.86,1,0,0,0,0,25,0,0,0.435197531,2606,2,1
10.1101/2020.03.05.20031518,8.75,0,0,-967,2064,10,1,0,0,0,1,0,1,3,3,0,-526,984,42.11,0,0,15,2,2,34,0,0,0.379464286,14,2,0
10.1101/2020.03.05.20031773,425.034,0,0,-18787,30840,11,1,0,0,0,1,0,3,0,0,0,-27266,35871,41.03,1,0,4,3,0,8,0,0,0.5,484,2,1
10.1101/2020.03.05.20031815,2589.35,0,0,-57163,71299,7,1,0,0,0,1,0,3,0,0,0,-9988,14382,7.05,1,0,6,9,2,23,0,0,0.632407407,2577,2,1
10.1101/2020.03.05.20031849,7.05,0,0,-1494,2372,20,1,0,0,0,1,0,0,6,0,0,-453,890,47.32,0.5,0,4,3,1,27,0,0,0.503333333,7,2,0
10.1101/2020.03.05.20031872,62.428,0,0,-4811,6581,4,1,0,0,0,0,1,6,2,1,0.827,-4230,5532,41.4,0.001,-1,11,0,2,26,3,1,0.455594406,39,2,0
10.1101/2020.03.05.20031898,16.15,0,0,-848,2503,3,1,0,0,0,0,0,0,19,14,0.717,-90,1529,40.58,0,0,8,2,0,27,804,0,0.473746032,3,2,1
10.1101/2020.03.05.20031906,11.3,0,0,27,6794,4,1,0,0,0,1,0,2,29,29,0.049,2251,3366,33.95,0.001,-1,9,1,2,21,304,0,0.550461538,22,2,0
10.1101/2020.03.05.20031971,5.1,0,0,-1276,1940,5,1,0,0,0,1,0,0,16,15,0,6,541,32.53,0.0001,0,0,0,0,38,0,1,0.472214286,16,2,0
10.1101/2020.03.05.20032003,2.85,0,0,-400,1111,6,1,0,0,0,1,0,-1,9,8,0,-113,554,9.45,0.0009,0,-1,-1,-1,20,0,0,0.3384375,4,2,1
10.1101/2020.03.05.20032011,56,0,0,-4015,6221,30,1,0,0,0,1,0,0,0,0,0,-700,2262,22.24,1,0,9,4,0,13,0,0,0.4,75,2,1
10.1101/2020.03.05.979260,271.58,-901,1145,-13134,14559,26,0,0,0,1,1,1,0,136,60,0,-3188,3836,26.4,0.0001,0,3,0,0,64,15,0,0.437666667,353,2,1
10.1101/2020.03.06.20029793,1.5,0,0,-862,1272,6,1,0,0,0,1,1,1,0,0,0,-177,382,9.01,1,0,12,2,0,20,0,0,0.439528986,2,2,0
10.1101/2020.03.06.20031377,8.05,0,0,-2064,3052,7,1,0,0,0,0,0,0,8,8,0,-898,1448,14.29,0.002,0,4,1,0,5,0,1,0.710227273,6,2,0
10.1101/2020.03.06.20032144,72.05,0,0,-6412,8008,5,1,0,0,0,1,0,3,0,0,0,-2024,3830,37.03,1,0,16,2,0,26,0,0,0.498260073,84,2,1
10.1101/2020.03.06.20032177,2.35,0,0,-353,1379,11,1,0,0,0,1,0,-1,0,0,0,-181,536,25.16,1,0,-1,-1,-1,30,0,1,0.452076569,10,2,1
10.1101/2020.03.06.20032334,501.03,0,0,-9502,17992,18,1,0,0,0,1,1,0,0,0,0,-3209,9368,27.15,1,0,0,0,0,21,0,0,0.345833333,519,2,0
10.1101/2020.03.06.20032425,18.45,0,0,-239,2095,12,1,0,0,0,0,0,1,1,1,0,10,1346,32.12,0.001,-1,15,1,1,37,2091,0,0.425119048,11,2,1
